task_id,task_description,category,priority,assigned_user,due_date,user_workload
TSK-0211,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_15.,Design,Medium,user_15,2025-08-14,8
TSK-0212,Refactor the legacy database schema to improve performance for project 'Eagle'. Assigned to user_7.,Bug,Medium,user_7,2025-09-23,4
TSK-0213,Build a data visualization component for the analytics dashboard for project 'Omega'. Assigned to user_8.,Design,Low,user_8,2025-09-05,2
TSK-0214,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_9.,Testing,Medium,user_9,2025-08-26,12
TSK-0215,Conduct a security audit of the entire application stack for project 'Eagle'. Assigned to user_2.,Research,High,user_2,2025-09-09,10
TSK-0216,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_5.,Documentation,High,user_5,2025-07-31,14
TSK-0217,Optimize the front-end asset loading time for mobile devices for project 'Phoenix'. Assigned to user_12.,Feature,Medium,user_12,2025-09-10,9
TSK-0218,Optimize the front-end asset loading time for mobile devices for project 'Viper'. Assigned to user_20.,Feature,High,user_20,2025-07-28,13
TSK-0219,Analyze user feedback from the latest survey and create a summary report for project 'Omega'. Assigned to user_17.,Testing,Low,user_17,2025-09-06,5
TSK-0220,Fix the critical bug in the payment processing gateway API for project 'Viper'. Assigned to user_12.,Bug,High,user_12,2025-08-05,15
TSK-0221,Set up a new CI/CD pipeline for the staging environment for project 'Eagle'. Assigned to user_9.,DevOps,Medium,user_9,2025-09-04,12
TSK-0222,Update the privacy policy to comply with new GDPR regulations for project 'Viper'. Assigned to user_18.,Documentation,Medium,user_18,2025-08-05,5
TSK-0223,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_8.,Documentation,High,user_8,2025-09-08,13
TSK-0224,Update the privacy policy to comply with new GDPR regulations for project 'Phoenix'. Assigned to user_18.,Documentation,Medium,user_18,2025-08-14,2
TSK-0225,Optimize the front-end asset loading time for mobile devices for project 'Eagle'. Assigned to user_18.,Feature,Medium,user_18,2025-09-21,10
TSK-0226,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_6.,Testing,Low,user_6,2025-08-03,5
TSK-0227,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_4.,Design,Low,user_4,2025-08-24,7
TSK-0228,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_20.,Testing,Medium,user_20,2025-08-08,12
TSK-0229,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Phoenix'. Assigned to user_13.,Bug,Low,user_13,2025-09-16,4
TSK-0230,Set up a new CI/CD pipeline for the staging environment for project 'Omega'. Assigned to user_15.,DevOps,Medium,user_15,2025-07-29,12
TSK-0231,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_7.,Testing,Low,user_7,2025-08-16,4
TSK-0232,Optimize the front-end asset loading time for mobile devices for project 'Phoenix'. Assigned to user_5.,Feature,Medium,user_5,2025-08-14,4
TSK-0233,Refactor the legacy database schema to improve performance for project 'Phoenix'. Assigned to user_18.,Testing,Medium,user_18,2025-07-31,2
TSK-0234,Optimize the front-end asset loading time for mobile devices for project 'Phoenix'. Assigned to user_14.,Feature,High,user_14,2025-07-30,15
TSK-0235,Refactor the legacy database schema to improve performance for project 'Viper'. Assigned to user_12.,Research,High,user_12,2025-08-26,13
TSK-0236,Fix the critical bug in the payment processing gateway API for project 'Viper'. Assigned to user_11.,Bug,High,user_11,2025-08-12,8
TSK-0237,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_16.,Feature,High,user_16,2025-08-25,15
TSK-0238,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_14.,Documentation,Medium,user_14,2025-09-09,10
TSK-0239,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_3.,Design,Low,user_3,2025-09-07,5
TSK-0240,Update the privacy policy to comply with new GDPR regulations for project 'Omega'. Assigned to user_7.,Documentation,Medium,user_7,2025-09-20,6
TSK-0241,Develop the new user authentication module using OAuth 2.0 for project 'Phoenix'. Assigned to user_12.,Feature,Medium,user_12,2025-08-28,8
TSK-0242,Build a data visualization component for the analytics dashboard for project 'Eagle'. Assigned to user_13.,Design,Medium,user_13,2025-08-20,11
TSK-0243,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_10.,Feature,Low,user_10,2025-08-08,7
TSK-0244,Analyze user feedback from the latest survey and create a summary report for project 'Viper'. Assigned to user_1.,Testing,High,user_1,2025-08-21,15
TSK-0245,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_5.,Feature,Medium,user_5,2025-07-31,9
TSK-0246,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_18.,Feature,Medium,user_18,2025-07-28,10
TSK-0247,Conduct a security audit of the entire application stack for project 'Phoenix'. Assigned to user_12.,Research,High,user_12,2025-09-06,7
TSK-0248,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_19.,Feature,Low,user_19,2025-08-11,4
TSK-0249,Implement a real-time notification system using WebSockets for project 'Eagle'. Assigned to user_10.,Feature,Low,user_10,2025-08-16,6
TSK-0250,Design the UI/UX mockups for the new dashboard homepage for project 'Viper'. Assigned to user_14.,Design,Medium,user_14,2025-09-16,9
TSK-0251,Set up a new CI/CD pipeline for the staging environment for project 'Eagle'. Assigned to user_8.,DevOps,High,user_8,2025-09-14,15
TSK-0252,Conduct a security audit of the entire application stack for project 'Omega'. Assigned to user_1.,Research,High,user_1,2025-08-29,5
TSK-0253,Build a data visualization component for the analytics dashboard for project 'Eagle'. Assigned to user_17.,Design,Low,user_17,2025-08-19,1
TSK-0254,Conduct a security audit of the entire application stack for project 'Viper'. Assigned to user_3.,Research,High,user_3,2025-08-09,15
TSK-0255,Implement a real-time notification system using WebSockets for project 'Eagle'. Assigned to user_2.,Feature,Low,user_2,2025-07-30,5
TSK-0256,Develop the new user authentication module using OAuth 2.0 for project 'Eagle'. Assigned to user_1.,Feature,Low,user_1,2025-08-20,4
TSK-0257,Resolve the CSS issues causing layout breaks on Safari browsers for project 'Viper'. Assigned to user_1.,Bug,Low,user_1,2025-08-09,1
TSK-0258,Design the UI/UX mockups for the new dashboard homepage for project 'Viper'. Assigned to user_9.,Design,High,user_9,2025-09-06,13
TSK-0259,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_20.,Documentation,Low,user_20,2025-08-02,2
TSK-0260,Set up a new CI/CD pipeline for the staging environment for project 'Phoenix'. Assigned to user_8.,DevOps,Low,user_8,2025-09-09,2
TSK-0261,Fix the critical bug in the payment processing gateway API for project 'Eagle'. Assigned to user_10.,Bug,High,user_10,2025-08-10,13
TSK-0262,Migrate the user data from the old server to the new cloud infrastructure for project 'Phoenix'. Assigned to user_3.,Documentation,Medium,user_3,2025-09-24,4
TSK-0263,Create and execute end-to-end test cases for the user profile feature for project 'Viper'. Assigned to user_19.,Testing,Medium,user_19,2025-08-28,11
TSK-0264,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_4.,Testing,High,user_4,2025-09-20,13
TSK-0265,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_16.,Documentation,Medium,user_16,2025-08-12,8
TSK-0266,Analyze user feedback from the latest survey and create a summary report for project 'Eagle'. Assigned to user_17.,Testing,Medium,user_17,2025-09-04,12
TSK-0267,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_17.,Design,Medium,user_17,2025-08-14,10
TSK-0268,Migrate the user data from the old server to the new cloud infrastructure for project 'Viper'. Assigned to user_6.,Documentation,Medium,user_6,2025-07-27,2
TSK-0269,Refactor the legacy database schema to improve performance for project 'Eagle'. Assigned to user_10.,Bug,Medium,user_10,2025-09-18,7
TSK-0270,Analyze user feedback from the latest survey and create a summary report for project 'Viper'. Assigned to user_18.,Testing,Medium,user_18,2025-07-27,12
TSK-0271,Create and execute end-to-end test cases for the user profile feature for project 'Eagle'. Assigned to user_14.,Testing,Medium,user_14,2025-07-26,9
TSK-0272,Set up a new CI/CD pipeline for the staging environment for project 'Viper'. Assigned to user_18.,DevOps,Low,user_18,2025-08-11,6
TSK-0273,Fix the critical bug in the payment processing gateway API for project 'Eagle'. Assigned to user_1.,Bug,High,user_1,2025-08-06,10
TSK-0274,Refactor the legacy database schema to improve performance for project 'Phoenix'. Assigned to user_20.,DevOps,Medium,user_20,2025-07-26,9
TSK-0275,Write comprehensive API documentation for the new inventory management endpoints for project 'Omega'. Assigned to user_13.,Documentation,Low,user_13,2025-09-20,7
TSK-0276,Build a data visualization component for the analytics dashboard for project 'Phoenix'. Assigned to user_13.,Design,Low,user_13,2025-09-17,7
TSK-0277,Update the privacy policy to comply with new GDPR regulations for project 'Eagle'. Assigned to user_18.,Documentation,Medium,user_18,2025-08-19,9
TSK-0278,Migrate the user data from the old server to the new cloud infrastructure for project 'Eagle'. Assigned to user_10.,Testing,High,user_10,2025-08-23,14
TSK-0279,Set up a new CI/CD pipeline for the staging environment for project 'Eagle'. Assigned to user_17.,DevOps,Medium,user_17,2025-08-24,8
TSK-0280,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_16.,Design,Low,user_16,2025-07-26,1
TSK-0281,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_18.,Documentation,Medium,user_18,2025-08-27,10
TSK-0282,Create and execute end-to-end test cases for the user profile feature for project 'Phoenix'. Assigned to user_15.,Testing,Medium,user_15,2025-08-27,10
TSK-0283,Build a data visualization component for the analytics dashboard for project 'Viper'. Assigned to user_14.,Design,High,user_14,2025-08-14,15
TSK-0284,Create and execute end-to-end test cases for the user profile feature for project 'Phoenix'. Assigned to user_19.,Testing,Low,user_19,2025-08-13,2
TSK-0285,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_19.,Testing,Medium,user_19,2025-09-22,6
TSK-0286,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_6.,Documentation,Low,user_6,2025-09-09,5
TSK-0287,Fix the critical bug in the payment processing gateway API for project 'Omega'. Assigned to user_8.,Bug,High,user_8,2025-08-11,10
TSK-0288,Write comprehensive API documentation for the new inventory management endpoints for project 'Viper'. Assigned to user_1.,Documentation,Medium,user_1,2025-08-27,11
TSK-0289,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_4.,Research,High,user_4,2025-09-05,15
TSK-0290,Implement a real-time notification system using WebSockets for project 'Omega'. Assigned to user_15.,Feature,Low,user_15,2025-08-03,6
TSK-0291,Design the UI/UX mockups for the new dashboard homepage for project 'Eagle'. Assigned to user_4.,Design,Medium,user_4,2025-08-02,10
TSK-0292,Update the privacy policy to comply with new GDPR regulations for project 'Viper'. Assigned to user_1.,Documentation,Medium,user_1,2025-07-31,4
TSK-0293,Develop the new user authentication module using OAuth 2.0 for project 'Omega'. Assigned to user_4.,Feature,Low,user_4,2025-08-16,2
TSK-0294,Implement a real-time notification system using WebSockets for project 'Eagle'. Assigned to user_7.,Feature,Medium,user_7,2025-09-05,8
TSK-0295,Implement a real-time notification system using WebSockets for project 'Eagle'. Assigned to user_10.,Feature,Medium,user_10,2025-08-29,12
TSK-0296,Design the UI/UX mockups for the new dashboard homepage for project 'Eagle'. Assigned to user_11.,Design,Medium,user_11,2025-08-01,9
TSK-0297,Migrate the user data from the old server to the new cloud infrastructure for project 'Omega'. Assigned to user_4.,Design,High,user_4,2025-09-01,14
TSK-0298,Design the UI/UX mockups for the new dashboard homepage for project 'Phoenix'. Assigned to user_17.,Design,Low,user_17,2025-07-29,6
TSK-0299,Analyze user feedback from the latest survey and create a summary report for project 'Omega'. Assigned to user_19.,Testing,Medium,user_19,2025-08-27,9
TSK-0300,Design the UI/UX mockups for the new dashboard homepage for project 'Omega'. Assigned to user_18.,Design,High,user_18,2025-09-13,14
TSK-0301,Develop the new user authentication module using OAuth 2.0 for project 'Viper'. Assigned to user_12.,Feature,High,user_12,2025-09-15,13
